time,text,location,userid,screenname,retweetcount
2019-04-21 05:02:35,b'@INCIndia Hahaha \xf0\x9f\x98\x82\xf0\x9f\x98\x82 once again #Congress party and their agenda are exposed they are somehow trying to blame #hindutva of #bhagwa clearly they are focusing to hide the real truth behind #terrorism and they are supporting fuc**** #jihadist \n   Congress an anti- hindu party',"Patna Bihar, India",717596468291379200,anshuman22s,0
2019-04-21 04:43:17,b'One man but many colors... \xf0\x9f\xa4\xa3\n\nHe is like a Lizard... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\n#LokSabhaElections2019 \n#Congress \n#NavjotSinghSiddhu \n@sherryontopp \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82 https://t.co/UzKDq1bKnq',"Kolkata, India",797283473732014080,Imabhijit_joy,0
2019-04-21 04:12:11,"b'@PiyushGoyal \nStop always abusing #Congress and do your Chowkidari to passengers\n\n@JitanramMajhi @yadavtejashwi @RahulGandhi\n15 HOURS LATE at #Gaya, 20 hours Late at Gondia @drmsecunderabad @DrmDnr @drmrnc\nWhy TatkalFare is charged to SpecialTrains?\n#NYAYForBihar\n#NYAYForIndia https://t.co/9jYhl69QJd'","Gaya, India",509562607,AshuBodhgaya,1
2019-04-21 01:56:45,b'Finally Congress Campaign reaches all remote areas\xf0\x9f\x98\x80\n#Congress \n#AbHogaNYAY https://t.co/Rh78mHejVI',"Darbhanga, India",1048892012408320000,797_neeraj,0
2019-04-20 21:04:19,b'I strongly condemn this kind of false and anti-hindu targeted propaganda and demand immediate action against #Congress party and persons involved in spreading this kind of communal hatred!\n#StopFakeHinduTerror \n#FraudINCIndia \n#BritishBuddhu \n#RahulGandhi',"Patna, India",159967301,AnshumanKRajan,0
2019-04-20 19:42:54,"b""@AskAnshul Then, they didn't have guts! And now, they don't have an answer.\n\n#BJP #Congress #RahulCitizenshipControversy #PragyaThakur https://t.co/fVo6ddF0q3""","Ranchi, India",837526244904165377,modifiednikhil,0
2019-04-20 13:01:11,"b""@Anjali36882503 @KapilMishra_IND @rjraunac @BJP4India @Swamy39 @narendramodi @davidfrawleyved Yeah, still people know the truth\nBut they #vote for #congress which is very disgusting .....\n\nI don't know when they will think about theirs children #future \xf0\x9f\x98\x8f\n\n#BiharMangeModiDobara \n#BharatMangeModiDobara""","Patna, India",1024119072940650497,87_Wolverine,0
2019-04-20 11:16:06,"b""Wtf @INCIndia .You just abused the 1 billion #Hindu in country. This clears all my doubts abt #CONGRESS 's  #SaffronTerrorConspiracy .You think all d Hindus who are Bhakts also to be a #terrorist ? Thanks 4 clearly showng ur agenda and letting people knw tht u all r agnst Hindus. https://t.co/FA1muCXqXQ""","Saharsa, India",870822090441715713,vimalyadav1990,0
2019-04-20 07:15:37,"b'The spokesperson of the political parties are the unpaid bogus animals on the unclaimed roads, #bjp #pankhuripathak #gauravbh samajwadi #congress #priyankac19 After losing the #NCP election from the Congress, #sambitswaraj will replace BJP from #AAP, say it, will speak  Speaks of'","Nalanda  &  Jehanabad, India",794193209220022272,sudhir94700,0
2019-04-20 04:12:09,"b'@narendramodi @BJP4India two new #political_antibiotics is introduceed in #market to treat viral desease #associated with #Congress , #TMC , #AAp and #SamajwadiParty , #baspa  is #NaRendramicine &amp; #modiciline \nPlease try it ....'",muzaffarpur,739634250576625664,KaushikSumiran,0
2019-04-20 03:29:08,b'This is the real face of #Congress https://t.co/T74MUXxaOT',"Jaunpur, India",2472503238,deepaksuklaji,0
2019-04-19 17:45:55,"b'Had Congress closed the trial &amp; proved Sadhvi guilty of what she was accused of, she wouldn\xe2\x80\x99t have been in Politics. They tried everything &amp; now are creating a narrative through proxies to hide their incompetence &amp; political vendetta at the cost of National Integrity.\n#Congress'","Varanasi, India",3021380851,vaibhav_banaras,1
2019-04-19 14:53:25,b'y nhi dekha to kuch nhi dekha... please watch...\xf0\x9f\x98\x80\n#ModiJiPeecheDekho\n#LokSabhaElections2019\n#HemantKarkare\n#Congress\nhttps://t.co/VniV5gjPwL',"West Bengal, India",762462672,RaajaUD,0
2019-04-19 14:21:00,b'@INCIndia @RahulGandhi Vijay #congress #LokSabhaElections2019',"Jaunpur, India",3150212815,ArkamTiger,0
2019-04-19 14:14:11,"b'Hours after leaving #Congress, #PriyankaChaturvedi joins #ShivSena @biharpostpatna https://t.co/847mzB6Ttl'","Patna, India",4916229882,biharpostPatna,0
2019-04-19 11:27:30,"b'Hours after resigning as Congress Spokesperson, Priyanka Chaturvedi has joined BJP-ally ShivSena in the presence \n@priyankac19 @uddhavthackeray \n#socialmela #priyankachaturvedy #BJP #shivsena \n#uddavthackeray #congress #misbehaviour https://t.co/fgUtVGiFVj'","Patna, India",862951156422553601,social_mela,1
2019-04-19 09:36:59,b'#Congress party funding https://t.co/nupRGjz0mA',patna,307910453,dream1672,0
2019-04-19 07:09:04,b'@akhileshsharma1 @JMManoj1 @priyankac19 @priyankac19 had resigned from primary membership and all party Posts of @INCIndia \nShe was always defending and fighting for #Congress but She was rewarded in such a ghastly manner. \n @ArnabGoswamiRtv @manakgupta @KanchanGupta @RajatSharmaLive @SharmaKhemchand  \n@PromodSharma',"Mirzapur-Vindhyachal, India",966193450533163009,Amaresh45814810,1
2019-04-19 07:08:40,b'@WeekendInvestng Very impressive work well done\nPlease slap him again and this time need symbol of #Congress \xe2\x9c\x8b because\nHe deserves it',"Allahabad, India",599985379,ooo7vivek,0
2019-04-19 06:31:55,b'@priyankagandhi This is how you treat women in #Congress .. the way you treat @priyankac19 .. she is one of the most popular and best spokesperson in Congress.. you all let her down... \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 \n@RahulGandhi \n@rssurjewala \n@YourGalNeha \n@Kavita_Sharma4',"Patna, India",1044942004096913408,Kunal_me14,0
2019-04-19 06:25:31,b'@RahulGandhi This is very worst that you and your party prays for women and one of the fine spokesperson of #Congress better than  other .. you have let her down.. \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1.. you will be paying for this....',"Patna, India",1044942004096913408,Kunal_me14,0
2019-04-18 16:22:59,"b""@republic I just saw her interview #congress shouldn't allowed in this country, and digvijay singh and P. Chidambaram should be in jail, after watching all these I really really a hater of Congress #VoteForModi""","Patna, India",733109315335131136,himanshuran1111,0
2019-04-18 14:33:30,"b'Lok Sabha Elections Phase 2 2019: Live Updates From Key States - 51% Polling In Bengal Till 1 pm, 38% In UP, 31% in Bihar...\n#ElectionPhase2 #NDA #Congress #WestBengal #UP #Bihar #IndianLokSabhaElections2019'","Dhanbad, India",1095714545123741696,SutirthaBiswas1,0
2019-04-18 13:18:01,b'Congress campaign song under Copyright controversy https://t.co/bQcPAxy6ny #2019GeneralElections #Campaign #Congress via @rightlog_in',"West Bengal,India",873744355923603456,SugatoBhattach2,0
2019-04-18 08:50:58,b'What a pose.... \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c  \nWha.. Maja aageya \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\n#RahulGandhi \n#Congress \n#Pappu \n# https://t.co/UYuczsvxYf',"Kolkata, India",797283473732014080,Imabhijit_joy,0
2019-04-18 06:53:53,b'The entire #Congress campaign is based on a premise that even core @INCIndia supporters are not ready to believe. #Chowkidar is not chor. That much is certain!',Patna,347759930,Ankit240186,0
2019-04-18 04:46:55,b'@RahulGandhi Who has been most prosecuted for Caste and Religion even after 50 years of @INCIndia rule.... of course INDIAN..... so vote out #Congress #EveryVoteForModi #AbHogaNYAY \xf0\x9f\xa4\x98\xf0\x9f\xa4\x98',"Varanasi, India",970036488,tweet2anirudha,1
2019-04-17 18:10:26,"b""This is how #Congress  treats women other than the parivaar. While PM #Modi has women in extremely critical portfolios, as part of Cabinet. That's the difference. Stark. Thus, #IndiaBoleModiDobara #LokSabhaElections2019 #MainBhiChowkidar https://t.co/utKI6gYxJT""","Mumbai, Varanasi,Calcutta, Goa",58444744,ShikhaClouds,2
2019-04-17 17:15:37,"b""Look who's campaigning for #Congress @INCIndia ... https://t.co/JMJIfQTXzs""","Varanasi, India",182423162,pinban02,0
2019-04-17 15:45:17,b'The difference between testimony and baseless allegations is what is the difference between BJP and Congress. \n#SadhviVsDigvijaya #SadhviPragya #BJP #Congress',"Varanasi, India",720966191016185856,Stg1309,0
2019-04-17 10:43:35,b'@prakashraaj This is what #Congress known for their dirty #Politics \xf0\x9f\x98\xa0\xf0\x9f\x98\xac\n\n#Shameless Congress #Shame #shameshame #ShameOnYou \n@IYC @BJP4India @PMOIndia @narendramodi @PoddarVaishali\n#CongressMuktBharat \nSpreading #Rumors',"Patna, India",1024119072940650497,87_Wolverine,0
2019-04-17 09:53:26,"b""Ppl like @sherryontopp want u to vote #Congress cz they don't want a leader who worked his way up on d ladder all by himself or some1 worth his metal from #Congress itself. They want d person with divine rights #RahulGandhi to sit on the throne belonging to d #Gandhi family.""","West Bengal, India",2904905949,Itssinh,0
2019-04-17 09:40:23,"b'@sherryontopp gets on stage, asks muslims to vote #Congress, gets off stage and accuses #Bjp of ""Baatne ki Rajniti""....Oh the irony!\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'","West Bengal, India",2904905949,Itssinh,0
2019-04-17 08:20:48,b'@BJP4India @GVLNRAO @ECISVEEP should  take strict action against those (wheather @BJP4India or #Congress or @ashokgehlot51 ) who try to malign such an honorable post like PRESIDENT for vote bank... rt if agree',"Patna, India",1061044381665226753,jha_its,0
2019-04-17 05:18:49,"b""@MaheshJoshi_MJ @Swamy39 It's do only #congress\nPublic understand.""",Varanasi ,2438392686,avinashpandeydk,0
2019-04-17 03:17:05,b'@sherryontopp good sidhu this is the right way to show your presence on television and in #Congress as wel. If every Indian  are trolling you on social medea you deserve that #shameon_nawjotsidhu #katihar_electioncomagn',muzaffarpur,739634250576625664,KaushikSumiran,0
2019-04-16 17:44:25,b'@RadhikaChatter5 This is the Britishers policy and has always been of #Congis #congress too! #DivideAndRule #ScamsterINC\n#FraudINC #CorruptBhakt #ItalyBhakt #NakliGandhiBhakt #Chamcha #Pakhandee #ChaddmBhaudhik #AntiNationals #DeshDrohee #TerroristBreeders #AntiHindu \n#BharatModiKeSaath',"Patna, India",159967301,AnshumanKRajan,0
2019-04-16 17:37:21,"b'Requesting all those who believe in truth, to read and share this thread by @DrGPradhan on social media platforms. Let everyone be acquainted with the truth and know how #INC #Congress and #Chamche are spreading false propaganda towards #Rafale \n#BharatModiKeSaath https://t.co/aaNhNr7fKS'","Patna, India",159967301,AnshumanKRajan,0
2019-04-16 15:55:47,b'I must say that if mr. Rahul Gandhi had a comedy show he may become famous than others but unfortunately he is a politician that kind of politician who is not able to win a student union election is willing to be the prime minister of India.. #papufailhoga #congress #NarendraModi',"Varanasi, India",1118132813180616705,Ashutos91211196,0
2019-04-16 15:48:05,"b""@Again2019Modi @INCMP @priyankac19 @INCIndia @digvijaya_28 @ArvindKejriwal @SanjayAzadSln @LambaAlka @OfficeOfKNath This is the first printed evidence against a former Prime Minister's son arrested with drugs and black money at Boston Airport. Tell me, who is the son of the prime minister?\n\n# Sandeepdev\n\nThis is the history of #Congress ..\n\nMay u tell us @priyankagandhi who is this guys..? https://t.co/xOmUMKxqDj""","Ranchi, India",911189555008626688,RajeshK39804978,2
2019-04-16 14:19:20,"b""@IndiaToday @gauravcsawant #LokSabhaElections2019,#LokSabhaEelctions2019,#NDTVTopStories,#ZeeNewsGold,#Hindu,#IndianElections2019,#narendramodi,#Congress,#BJP Today's Sidhu Speech in Katihar is an eye opener.\nStill illogical people may say BJP is doing politics on religion. And others r so-called secular??""","Sitamarhi, India",393432489,drachintya,2
2019-04-16 08:37:24,"b'#LokSabhaElections2019: #Congress\xe2\x80\x99 @Ahmad_Shakeel wants to contest from #Madhubani, gives ultimatum to @INCIndia to decide on #FriendlyFight via @htTweets\n(Reports @subhashpathak)\n#ElectionsWithHT\nhttps://t.co/BqUIiWX1Kd'",patna,122918259,subhashpathak,1
2019-04-16 07:42:06,"b""Decision final...No scope for reconsideration, #Congress on Shakeel's #Madhubani seat demand @biharpostpatna https://t.co/8eSi3c6mJH  #ShakeelAhmad @PremChandraMis2 @INCBihar #Madhubani""","Patna, India",4916229882,biharpostPatna,1
2019-04-16 06:41:42,b'@SanjayAzadSln Because #Congress is not #Corrupt any more ... You are #Lagbhag at a point of agreement now!!!',"Patna, India",41404185,anandydr,0
2019-04-16 05:20:31,b'Which party needs a lots of money to invest on ads and on government tickets to win election 2019?\n\n#Election2019 \n#BJP \n#Congress',"Dhanbad, Jharkhand",374760502,iAbhishekAryan,0
2019-04-15 18:39:17,"b'#WestBengal Chief Minister #MamataBanerjee on Monday in #Murshidabad District, accused the #BJP, #Congress and #CPIM of forming a nexus to defeat the #Trinamool Congress (@AITCofficial) in the #LokSabhaElections in the state. \xe2\x9a\xa1\xef\xb8\x8f#ElectionsWithBN | RT@BengalNewzIndia @WestBengal_BN'",Kolkata🇮🇳 and Dhaka🇧🇩,45316689,BengalNewz,3
2019-04-15 18:05:34,"b'#WestBengal Chief Minister and #Trinamool Congress Chairperson #MamataBanerjee on Monday addressed a public meeting at #Beldanga in #Murshidabad district. She appealed to the people to vote for @AITCofficial, and not for the dalals of #BJP in #Congress and #CPIM. | RT@BengalNewz https://t.co/691yEuXb7G'","Kolkata, West Bengal, India",444642085,WestBengal_BN,3
2019-04-15 14:49:14,"b""In news debates anchors asking SP spokesperson about AZAM KHAN'S language\nThey are diverting that debate to @RSSorg and @BJP4India \n#Hypocrites \n#congressissilent\n#Congress has nothing to say about this""","Mau, Uttar Pradesh",922539822283026433,Yogesh_mau,0
2019-04-15 08:04:21,"b'In a significant order, Congress President Rahul Gandhi has been asked to explain a statement allegedly made by him wherein he has attributed a quote to the Supreme Court of India.\n@RahulGandhi @narendramodi \n#socialmela #BJP #congress #india https://t.co/TINqKCM3Op'","Patna, India",862951156422553601,social_mela,0
2019-04-15 07:42:25,b'@IndiaToday @bainjal @shantanug_ The #Congress party itself is a #liability for the Nation\xf0\x9f\x99\x84\n@BJP4India',varanasi,138676216,10thstandard,0
2019-04-15 04:26:36,b'#DMK\n#Congress \nThis is not mob lynching???? https://t.co/uTSQZ6Uw6C',"Varanasi, India",1080065368188579849,VatsalyaDwivedi,0
2019-04-15 04:21:59,b'Where are you liberals???\nSignature Gang???\nBollywood Librus??\nAward Wapasi??\n\nNo one is raising voice against #AzamKhan because there is no profit they can make.\n\n#Liberals \n#AwardWapasi\n#AzamKhan \n#CONGRESS',"Varanasi, India",1080065368188579849,VatsalyaDwivedi,0
2019-04-15 00:45:54,b'@narendramodi \n#Congress was won in earlier 3 states in which Evm is working but where congress has lost the election THEN EVM is not working\n #AAP -#kejriwal 70 me 67 seat Delhi me jite tbb Evm sahi tha..',"Patna, India",1114373169941368832,gauravS69054167,0
2019-04-14 10:00:44,"b'@INCIndia shout about ""Justice"". What justice hv #Congress done by dividing INDIA..? Hv they done justice to #BabaSahebAmbedkar, #SCBose..?'",Patna,297827807,bharadwaj23,0
2019-04-14 09:15:31,"b'How can a Bihari #Kayast vote for #Congress which sidelined,insulted #DrRajendraPd at several point, even after President ship by #JLNehru?'",Patna,297827807,bharadwaj23,0
2019-04-13 19:09:57,"b""I'm Muslim and I'm not going to vote  #Congress \n\nBecause I'm going to #VoteForRJD\n\xf0\x9f\x99\x88\xf0\x9f\x99\x88\n@yadavtejashwi @RJDforIndia @INCIndia""","Patna, India",1662106532,Zeyaul786,0
2019-04-13 15:45:31,"b'@G_J_Patil @ndtv @SudheenKulkarni For #Congress all citizens,#Hindu_Muslim_Sikh_Parsi_Jain_Buddhist belong to their family unlike the #SanghParvaar!!!!!'",ALLAHABAD,1160766422,SsyadavaYADAVA,0
2019-04-13 13:28:27,b'Battle for #PatnaSahib: #RaviShankarPrasad faces tough challenge from own Shatru; @biharpostpatna https://t.co/o6ECXrnTGq #ShatrughanSinha @ShatruganSinha #Bihar #BJP #Congress @INCIndia',"Patna, India",4916229882,biharpostPatna,0
2019-04-13 09:29:53,b'Watch this video how Congress distribute money to get vote.\n#ModiAgainSaysIndia \n#ModiHiAayega \n#Congress chor party https://t.co/cusSoB9yHn',"Bihar, India",527277493,Visu_Gupta,0
2019-04-13 09:01:46,"b""@ashutosh83B @narendramodi @RahulGandhi @INCIndia @AamAadmiParty @sardesairajdeep What's your problem in it , #bhikhari\n.\nDo you also need one #loksabhaelections2019 seat from #Congress ??\n.\n\xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xb8 \xe0\xa4\x95\xe0\xa5\x81\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x82\xe0\xa4\x81 \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\n\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\n\n#Vote4BJP #Vote4Modi \n#VoteForIndia""","Patna, India",1024119072940650497,87_Wolverine,0
2019-04-13 05:44:20,"b'@Swamy39 Absolutely, sir they( #Congress )\nall are just making #fool joke to #indians \n.\nFrom #independence 1947,\nAnd before that \xf0\x9f\x98\xa0\nBut asses are not understanding\n\n#VoteForIndia #Vote4BJP  \n#VoteKar #Vote4Modi'","Patna, India",1024119072940650497,87_Wolverine,0
2019-04-13 05:20:37,b'Not again window dressing. VOTE FOR CONGRESS ! #AjaiRai #RajeshMishra #YouthCongress #RaghvendraChaubey #VikasSingh #RahulGandhi #Congress \xe2\x9c\x8b',"वाराणसी, भारत",916335047484903424,Satyend63274577,0
2019-04-13 05:02:54,b'Just got a video on my fb account And I saw that Congress is giving greed of money to voters. How shame is this\n#Congress \n#CongressMukatBharat\n@PMOIndia \n@narendramodi \n@AnupamPKher \n@sudhirchaudhary \n@ZeeNewsHindi \n@republic \n@ReallySwara \n@GAUAHAR_KHAN https://t.co/pzgiFCtEcm',"Bihar, India",527277493,Visu_Gupta,0
2019-04-13 04:25:17,"b'#LokSabhaElections2019: I would have joined @INCIndia long ago, had #IndiraGandhi been alive,  says @ShatruganSinha after visiting #Bihar #Congress office via @htTweets\n#ElectionsWithHT https://t.co/veO9iuhbNh'",patna,122918259,subhashpathak,0
2019-04-13 04:19:14,b'@TheQuint @Maha_Shoonya And why @TheQuint is #Congress mouthshit!!!',"कोलकाता, भारत",797385310766305280,Tiwariji4u,0
2019-04-13 02:34:11,"b'#ModiHiAayega Progress in all works of life in #India for past 5 years, On other hand #TukdeTukdeGang gathering even in #Begusarai &amp; #Congress realising #AntiNational #Manifesto. @IndianExpress @htTweets @ndtv @timesofindia @abpnewstv @IndiaToday @aajtak @TimesNow @CNNnews18.'","Patna, India",2357780287,thesinghnikhil,0
2019-04-13 00:13:02,b'Dear sir or madam kindly solve the issue of mosquitos. In our area and resolve the issue of  garbage disposal at a open feild. Where is swach Bharat Abhiyan !! We are very much disappointed by the work!! \n#Nitishkumar #narendramodicensored \n#Patna  #Bihar #JDU #BJP #Congress https://t.co/JTlgAHRY5X',"Patna, India",784990393783967744,uttamlovers00,1
2019-04-12 16:51:40,"b'@narendramodi #Congress have always promoted name of their generations for any #monuments, #places , #airports \n\nBut never tell the #indians about our #Braves , who sacrificed their #lives  for the people of #indialove \nThis is disgusting \nSo,\n#Vote4Modi #Vote4BJP #VoteForChange'","Patna, India",1024119072940650497,87_Wolverine,0
2019-04-22 09:05:11,"b""@TimesNow #Congress,#RahulGandhi,#BJP ,#NarendraModi,#democracy,#LokSabhaElections2019,#LokSabhaElections  \nTo gain mere political advantages, for their petty political agenda, these political parties are ready to put nation's security at stake. Shame on you RG, Shame on you Congress.....""","Sitamarhi, India",393432489,drachintya,0
2019-04-22 08:10:09,"b'A free suggestion!!\nGet married to the #RahulGandhi, so U can do every shit from his Twitter handle.\nThen U can entertain us more!! https://t.co/6NMtYr4AEI'",Patna,990438146,Kumar37Atul,0
2019-04-22 06:57:43,b'@JhaSanjay #RahulGandhi after 23rd 2019! https://t.co/MNfwLQPaLe',"Bihar, India",993514460105949184,Mehtabhi1,0
2019-04-22 06:47:45,"b""@MODIfiedVikas @RahulGandhi I can't dream of #RahulGandhi becoming PM!! It would be Curse on India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3!!!   @RajivRanjanRa16 @jyotsnavarma9 @KINGEHIND @MadanKu43431327 @skjawla80 @dhayalsalomi @munna_jha @NilotpalMukher6 @wetwokrishna""","Mirzapur-Vindhyachal, India",966193450533163009,Amaresh45814810,0
2019-04-21 18:47:59,b'#Cambridge #University confirms that #RahulGandhi did his M.Phil using the name #RaulVinci\n\n.@Swamy39 \n\n#LokSabhaElections2019 #BattleOf2019',"Bihar, India",1376016756,kmrbrajesh,0
2019-04-21 17:45:47,b'At first #RahulGandhi think about herself whether he able to win the election from #Amethi or not...\n#2019Elections https://t.co/29b3SzXkLr',"Varanasi, India",1119998379486957570,AlokSin21707564,0
2019-04-21 11:49:14,"b'#RahulGandhi is the future. \n\n#Modi the past. \n\nAfter 5 miserable years, let\xe2\x80\x99s look forward to the return of happiness in our lives. \n\n#RahulGandhiToHindustan'","Chhapra,BIHAR,INDIA",781470578,Rakeshjeeinc,3
2019-04-21 08:15:09,b'#RahulGandhi seriously need some good data analyst!\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d #LokSabhaElections2019 #IndiaWantsModiAgain #NaMoAgain #NamoAgain2019 https://t.co/zUgFoqrqoB',"Patna, India",1409951881,mayank_pcs,2
2019-04-21 07:17:59,"b'Rahul Gandhi\'s speeches are incomplete without Anil Ambani, \n\nJust like, \nMy mornings r incomplete without "" Chai "" \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\n@RahulGandhi @INCIndia \n#RahulGandhi #RahulGandhiToHindustan'","Varanasi, India",964918934003699712,a_high_flyer,0
2019-04-21 04:34:37,"b'I have known #RahulGandhi for 15 years. \n\nA great human being who is caring, compassionate and convinced that India cannot be stopped. Ever. He is committed to fight your battles. Make you smile. Be safe. Be happy. Be a proud Indian. He is your friend.\n\n#RahulGandhiToHindustan'","Chhapra,BIHAR,INDIA",781470578,Rakeshjeeinc,3
2019-04-21 04:22:39,"b""@RahulGandhi saying his #NYAYForIndia will remonetise India\nHope won't remonetise like post 2014 with inflation in double digits\nDidn't knew @INCIndia chief is an economist\n#ghantanyay\n#RahulGandhi""","Mau, Uttar Pradesh",922539822283026433,Yogesh_mau,0
2019-04-21 04:18:27,"b'@rssurjewala @ManishTewari @KapilSibal  @Pawankhera Is your party President is #RahulVinci or #RahulGandhi, a British or Indian Citizen..?'",Patna,297827807,bharadwaj23,0
2019-04-21 02:43:40,b'Citizenship challenged\nWhat is his name?\n@RahulGandhi or Rahul Vinci?\nWhat is his citizenship?\nBritish or Indian?\nHis lawyer urges EC to give him some time to clear the confusion.\nWho is he?\nRahul Gandhi or Rahul Ghandy or Rahul Vinci?\nNation wants to know.\n#RahulGandhi https://t.co/MKnufJYVaS',"Nalanda, India",579517288,dharmendrajdu,2
2019-04-21 01:20:12,"b'Dear People Of India, \n\nWhen you go to vote  remember that #RahulGandhi backed those who tortured framed Innocent Hindus as Terrorists Freed Terrorist Madani #SadhviPragyaThakur \n\nSad day indeed. \n\nHate made these guys #Traitors. They are a danger to our future. To your future.'","Jharkhand, India",2179441867,omp779211,0
2019-04-20 21:04:19,b'I strongly condemn this kind of false and anti-hindu targeted propaganda and demand immediate action against #Congress party and persons involved in spreading this kind of communal hatred!\n#StopFakeHinduTerror \n#FraudINCIndia \n#BritishBuddhu \n#RahulGandhi',"Patna, India",159967301,AnshumanKRajan,0
