tweet,sentiment
poor guy work realli hard plea gang,0
ldr parti oppos amp larg small one abnorm larg corruptn case agn whl mani r behind bar amp mani odr like shall vote back power,0
lawyer biopic lead actor mr vivekoberoi al happen star campaign coincid petition lawyer activi best cji hon sc,1
tulbul nare armi peopl form bullet proof jacket poor peopl form led electryc lpg everi citizen india form safeti could list twitter word limit see u lakh u r da begger,0
never dull moment catch glimp vivek oberoi look set visit today mi,1
let us know think modi mean say vision,0
let us know think modi mean say vision,0
enquiri death civilian amp secur forc amp prove far peopl die rule era vote wise,1
final releas alia share ga polici everi indian line ga grand scheme unveil continu much better incindia bjp india,1
govt sell rs crore share wipro co own pakistani declar enemi properti per law pass modi govt strict enemi countri cong yr,1
look old tire ju like time,1
dhruv rathe bjp relea manifesto lok sabha elect,1
narendramodi bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
ek najaayz aulaad thi ab ek aur najaayz sankalp patra full combin new old usel crap full page everyth illegitim naajaayz modi say question forget new jumla,1
bjp india bjp releas manifesto lok sabha elect,1
manakgupta bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
muglikar bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
bjp india arunjaitley bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
bjp india arunjaitley bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
hindu releas manifesto imag cover wherea manifesto cover show larg amount peopl background small nomin photograph rahulgandhi modi vs peopl india,0
bjp india bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
narendramodi bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
bjp india bjp releas manifesto lok sabha elect,1
timesofindia arunjaitley releas manifesto imag cover wherea manifesto cover show larg amount peopl background small nomin photograph rahulgandhi modi vs peopl india,0
bjp releas manifesto lok sabha elect,1
jayapradabjp bjp releas manifesto lok sabha elect,1
rajusag bjp releas manifesto lok sabha elect,1
balajidtweet releas manifesto imag cover wherea manifesto cover show larg amount peopl background small nomin photograph rahulgandhi modi vs peopl india,0
indiantweet bjp releas manifesto lok sabha elect,1
hamara de bjp releas manifesto lok sabha elect,1
written word manifesto repeat one vision direct indic dictatorship one vision one direct pm narendra modi,1
bjp mp bjp releas manifesto lok sabha elect,1
abhijitmajumd bjp releas manifesto lok sabha elect,1
tejasvi surya bjp releas manifesto lok sabha elect,1
shejwalkarvivek bjp india bjp mp narendramodi amitshah amitshahoffic mprakeshsingh suhasbhagatbjp ra thore bjp releas manifesto lok sabha elect,1
ctravi bjp bjp releas manifesto lok sabha elect,1
mani good point mani good point pm speech question instead focus govt perform amp futur promis run neg amp divis campaign call oppon anti nation anti hindu n,1
mrsgandhi bjp releas manifesto lok sabha elect,1
tejasvi surya bjp releas manifesto lok sabha elect,1
sureshpprabhu bjp releas manifesto lok sabha elect,1
indiatoday narendramodi bjp releas manifesto lok sabha elect,1
bjp releas manifesto lok sabha elect,1
next week never said fulfil wish elect,1
fake head toe wor countri could,0
rememb give anyth free make success buy becom custom beggar manifesto,1
pm cm live broadca time manifesto releas bjp india bbcindia bbchindi,1
indiatoday sardesairajdeep question bjp win elect peopl arrest one critic becau pa may continu bit term cannot chang certain peopl na,1
want puni middl cla help win bjp india narendramodi pmoindia,1
even exagger discredit rate dare blame corrupt,0
india wake hindu wake live nd cla citizen treat bhagwa terrorist real one amp unit us amp make sure india doe becom anoth pakistan,1
tho dacoit india refus work modi modi strong one break record joke rahul prime minist knowledg geographi histori india back,1
deter inflow india get fair share,1
sanit worker say fail read,0
accord student everyth script rahul gandhi interact troll high order rahul gandhi lutyen journali,1
kalyanchaubey narendramodi amitshah dilipghoshbjp bjp bengal shivprakashbjp kailashonlin wish sri ji fill nomin today constitu sure u wil set victori candid,1
think narendramodi deserv sort recognit award servic promot pakistan soft imag plu global award sort work month al go agre adeel azhar,1
al issu manifesto forthcom lok sabha elect follow manifesto,1
rahulgandhi priyankagandhi rssurjewala priyankac see report ur everi speech special bihar ki saji ko ji usay gherna tha pulwama attack pe aap log apni har speech janta ko btayen yeh modi ne karaya pulwama militari hatya,1
releas manifesto imag cover wherea manifesto cover show larg amount peopl background small nomin photograph rahulgandhi modi vs peopl india,0
ani releas manifesto imag cover wherea manifesto cover show larg amount peopl background small nomin photograph rahulgandhi modi vs peopl india,0
gaurav singh shot dead bhu student wing react even seen call hindu wing leader shout constitu yogi ji abt hindu muslim nobodi safe priyankagandhi rssurjewala rahulgandhi rahulkanw,1
imvkohli modi talk big fail big time leader,0
abhina praka real question vote lakh vote better india amp remov corrupt remot control govern ye better india need year,1
look like elect nri excit indian,1
tell gando pagal accept nation right tat noth hindu gave money muslim christian minor welfar amp rememb hindu becau elect shah liar amp fake hindu,1
namo gane harishk himesh ss mattarhegd yashpalbjp bjp uttarkannad dheerajgbc harvan batra victoryfornamo narendramodi lillymarypinto narendramodi sukanyaiy meenakshisharan prema meenu ramsabjym bakoriya kirti sanghavideepa babbl onlinerajan samar patelontop ajaypandey debashishhit ankitasood hindustan mahiherambha hindu blood vibhor anand smithadutt lakshmianand vanitajain reema bjp narendramodi pm narendrap tigernamo aarohi draksbond jadonpriyanka shefvaidya nazlinshaikh amitshah inarendramodig gravim pehadiya prasura bsybjp poonam mahajan bjym pm relea today idea develop margin section peopl manifesto expect talk problem rural distr job creation provid corrupt free govern,0
relea sankalp patra shortli chief amit shah top present launch,1
saurd come come sensationali know realiti singl human kind lo life crow amp tree throughout profession let pray le serious use everi littl fool india,1
fir prime minist india fear pakistan good countri let elect ensur fear stay heart pakistan,1
ram guha nehru role give philosoph foundat india polit especi give headstart diplomat relat foreign state commend pm india would test sat amp would becom iraq america,0
ishitamishratoi jm scindia incuttarprad incindia secret energi question ask sumit awasthi abp news,0
bol bachchan crore job swi bank deposit lakh smart citi sabka saath sabka vika achh din gujarat model minimum govt cooper federali never tru man,1
ju second former ambassador david mulford demolish pappu lie corrupt cabinet per verifi sourc hr pmoindia narendramodi bjp india sgurumurthi,0
time un take notic pressuri bjp india govern come heavili hindutva goon version realli frighten good,1
stuteemishra prime minist deriv logic north korean politi peopl coerc worship leader find hard inculc voluntari devot peopl thank india democrat fabric amp entrench behaviour ask question,0
srinathkin akshaykatariyaa hitler narendramodi realli mean hindu terrorist gando shah relea hindu arrest name etc pa year hindu innoc jail,0
ndtv provid link news campaign open link saw advertis top war poverti r everi poor famili pictur toler prais pm hahaha,1
ashi sharma erosnow umeshkshukla ridhimalulla mrsgandhi pmoindia narendramodi bjp india sethimanav hard work clearli seen strong charact observ narendramodi sinc gujarat mu say perform beyond level easili find big fan sinc watch show siya ke ram amp mahabharat,1
want want stabl govern good govern tru pm mr,1
well wish well receiv acknowledg accept love respect gratitud erosnow umeshkshukla ridhimalulla mrsgandhi narendramodi,1
record show govern took parliament grant use major lok sabha bypa rule convent,1
kewal kingehind jyotsnavarma sk rishid divyamshu raje jagannkaushik deepakjpnp pksrivastava aksrivastava prakashsriv vivekspeak irahsinha ankitsri nilotpalmukh panditsripathak ssharmaj muralydoctrack ttsbalakrishnan payelba ojha drsdwivedi nishi nsingh ankahi anju purohit rohinishah wetwokrishna swetasamadhiya diksha sanjaygobind pnrathod berretblack neerangautam muralikrishna muralik alokg k ankkinegi vini ind vineet narendra babbl dpm vpraka cpraghav arpitajtweet lakshmianand sgk sgauni narendramodi unnecessari war fear creat pak media minist said bjp might attack pak win elect amp indian talk war genocid balakot never know dirti rascal defam go extent let defeat,1
pickypur sadhavi varungandhi priyankagandhi rahulgandhi know u ur famili certainli know famili sacrif life countri ye al sure bigot like one involv kill,1
feel heat elect tri mango delight tell us expect new govern,1
pokersha akshaykatariyaa lambaalka agaya bada bhakt uneduc alway mind teach spoken amp written hindi engli atlea correct grammar tweet lol,1
akshaykatariyaa hindu arrest amp jail year rule tho arrest hindu real enemi shah bloodi fake custodian hindui hindu chant jai shri ram fake hindu chant modi modi gando koi bhagwan nhi hai,0
well thought great relat look like contrari open,1
health precursor real shah return india becom nation beggar amp slave corpor let kick power,1
dear indian like major countri doe act unitedli bound come way thru kashmir kerala kairana vote come strong amp secur india pm soft amp porou india u monkey power,1
certainli compar late narsimharao infact remind yard stick public life laid earlier premier remind logic blind brigad,0
autorickshaw union dehradun provid free servic event ralli one aspir,1
cnnnew bjp india arpitaarya let mad arrog amp usel narendramodi orchestr raid opposit result announc hitler shah sure go jail,0
peopl happi govern gov amp believ one taken india great height one creat better imag india abroad capac take big risk bring big chang amp take care countri,1
agre disagre current scenario entir vote nation influenc certain percentag goe favour vote goe,1
pakistan pakistani juvenil say american came count f us enough technic know know total pakistani defenc asset real time,1
anyth possibl stop narendramodi imposs fear mount around pak may attack reason imrankhanpti sleep well sinc long set demoli proud incindia shame,1
nehasame ncbn rahulgandhi rare combin error mistak mischief amp intrigu coupl incapac amp impair,1
epic repli given vivekoberoi,1
see reaction base polit ident lover say someth canvassor say opposit le peopl see thing unbias see one need sky like space hook idea,0
republ guy hv bn even oppositn parti leader seat enjoy cm po may b tht promptd moron think abt pm po god will bloodsuck creep wl nt even win seat,1
pm modi relea fir nation elect manifesto bjp today,1
time everi indian proud mammoth effort taken modi govt transform nation time say fir vote india fir vote modi,1
firstli disrespect secondli pakistan say thing perpetr terrori victim basic right congi speak paki tongu late,0
candid sambitswaraj expos lie singl photo hou everybodi ujwala ga digit india electrif crore job swacch bharat smart citi iyc allavaru hemantogal manishtewari vinitthind,1
ju promo enough make us understand kind get incindia vote power therefor one solut counter type snake vote,1
particular amp gener gener suffer perpetu inferior complex rss amp bjp combin abl produc leader statur jawahar lal nehru find fault breed amp upbring instead feel jealou,0
thank open jan dhan account poor indian promi transfer money directli bank account,0
todayschanakya wi better tweet pin,1
face clear immin danger,1
start anti telecast neget amp today remov channel select free remov tv kannada,1
one understand lea one superior attack earn next term offic import question region get,1
understand peopl whine varun gandhi call better leader indira gandhi nehru rajjv gandhi said anyth uncharit famili express opinion hue cri,1
pbhushan kanhaiyakumar wi becom prime minist futur true develop may get chanc exampl peopl forc travel rd cla train amp make arrang pul nation almo screw forev,1
anybodi watch web seri ye know critic watch crap web seri made,0
narendramodi bjp india one face indian tru keep india safe danger aris acro border within decis pm,1
tvmohandaspai dravirmani pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
rahulgandhi pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
pm vision make countri entir nation dedic cau way convey firm toward,0
modi season bird afraid mamata,0
perform mean ashi sharma splendid actor even splendid human set direct umeshkshukla produc benchmarkpix stream erosnow app amp click rushikraw,1
narendramodi prakashjavdekar shame sarkaar world larg democrat countri muslim safe,1
rahulgandhi kind inform everi person retir age one import like aunti aur modi akela hi kaafi hai want advani al narendramodi,1
bhagwa propaganda exceed shown bias may go lead toward divid mass alreadi start good bjp karyakarta need stop,1
anitajay ji bjp gandhinagar women wing gener secretari thank lot hai mumkin hai uday new india,1
jai mata di frm rahulgandhi studi recent tweet n convers find rahul gain much respect amp respect dwindl see tweet got gt k like studi recent tweet modi k k,1
year may apolog ye stolen properti display matter right show arrog coloni crap sake even,0
food bangalor chennai shatabdi bad scienc proof anoth jumla govt still pak friend,0
hou still dirti forc us buy china made smart phone made us stand queue amp kill india entir popul much unemploy work,1
relea manifesto today want follow pend rs lakh new term govt surgic strike everi year entertain jobl voter two demonetis suck remain black money,0
la year transform india xerox copi pakistan violenc bigotri prejudic lie everywher thank pakistan grate mr mr love,1
km day govt hit top gear build nation highway fy,1
call commit parti nation varungandhi real youth icon power u wish,1
poojab knw wht kind leader n fredom u refer bt day one speak atroc wb critic,1
ndtvfeed ndtv sedit law introduc briti amp clearli missus reason support bjp save law abolish long back shivsena reason prove modi fulfil poll promis rather term chunavi jumla,0
allianc mean wast,0
eat rat cat goe pilgrimag find shelter spoken journey deep condol old one pass away,1
shahid siddiqui got seoul peac prize un champion earth awd uae zay medal saudi king abdul aziz high civilian awd grand collar state palestin afghan high civilian awd amanullah khan awd,1
got seoul peac prz un champn earth awd uae zay medal saudik abdulaziz high civ awd grand collar st palestin afghn hgh civ awd amanulahkhan awd ram guha khanumarfa rohini sgh bainjal shahid siddiqui tufailelif sabanaqvi aratij adv pallavi,1
broaden road kashi viswanath templ ganga river initi purcha muslim hous way start clear old templ discov insid hous,1
mani peopl want question vivekagnihotri ca known hater naseeruddin movi kya yeh log ke naam par dhandha kar rahe hai question appli rw handl watch special screen,1
clickep china dictat sinc long time bhutan dictat oversimplifi huge matter like econom talk econom polici blunder becau becau act like one,1
lk advani murli manohar joshi kalraj mishra b c khanduri use parti member get boot send right dustbin time septemb wait see lo,1
missil inch mouth reach call indian settl abroad becau love know ground realiti,1
hi pare insensit idea famili sacrific person make children give success career never famili even use mother gain sympathi gullibl indian,1
elect commiss india oppos elector bond introduc govt arunjaitley assert merit attempt absurd whattabouteri compar upa ii scheme,1
challeng debat corrupt,0
love pm sir narendramodi pmoindia seen biopic journey common man lot learn citizen watch jiocinema learn achiev anyth ju posit intens way,1
epic,1
adamgarrier rajinlondon india fault countri present govt amp ib individu main sourc tension terrori barbar act iok insid india amp pakistan well name amp indian coa top li,1
koenamitra ideolog closer jinnah want islam nation base religi ident modi want base ideolog iron abu one champion ad hysteria,0
p k srivastava bhavikakapoor would correct uncl popul consist male femal kinner human right dont knowledg previou govern clear fact inc aam bha mai congr bjp aam bha mai jo kichad mai khilta hai,1
saam daam dand bhed call parti differ led thug gujarat resort anyth everyth win like mani expert believ shah goondaraj end la legitim poll held,1
tight slap face tho libtard make fun narendramodi foreign trip alway say look talk swine read tho number fir comment rahulgandhi vibha ramkumar cvm reddi airindiain pmoindia,0
poojab flagship succ swachh bharat mission built toilet unpreced pace sinc octob million toilet construct cover nearli million household one world larg oper kind,1
rohini sgh critici present establish constru someth absurd unjustifi alway ji deliv promis nobodi would point finger sinc amp follow mu show toler,0
allow speak welcom huge crowd say love watch hilar comedi show instarajiev,1
rahulgandhi love narendramodi,1
man promis karnataka done plea time vote true trust candid bring india back modi hai toh mumkin hai,1
congr slogan ab hoga nyay realli mean ab hoga anyay slogan bhi ghotala nahi chupa pay,0
rahulgandhi way narendramodi speak like tri make rubikaliyaquat awasthi frighten vyakti ka aacharan uska vyaktitva btata h mean vote incindia rahulgandhi,0
gopugoswami victoryfornamo narendramodi ani ippatel ab batao becharo see sab kuch tho cheen liya hate modi saal sold parasit,0
appeal muslim voter bad optic amp equal bad elector strategi divid anti vote al rattl hindu divisiven hindu amp muslim made win forget,0
hema quot tweet damag howev retweet poor tast,0
know mere anyth one fine pm india ever lea,0
deal fail,0
anupampkh sir thn artist r campaign vote tht trueli mean campaign parti trueli indian want see tho entertain amp thi said wht peopl love sir,1
young peopl got new employ opportun bpo mudra yojana pm imphal manipur,1
mimi omranadam ye jan rishibagre narendramodi see ur profil get know well creat fake account one pic way ur effort repli u done la year get jealou good son even good husband amp even good leader peopl jealou,1
abpnewstv caught red hand teleca edit version sri narendramodi interview channel chang tag line awasthi rubikaliyaquat tri level dethron would successful,1
reward pm pot liber fenc sitter other vote heart knew india paid stupid let end disastr year misrul,0
rishibagre narendramodi team bjp black money power check resend serv conduct western countri loo definit time money power lie work,0
loosebool frustrat everi crimin get caught prosecut govern loos mental balanc new word left vocabulari left abu,1
bjpsoldindia narendramodi petran friend want win repres modi use dictatorship maintain dynasti channel policeman man support al,1
bdutt india need stronger govern ji fit nation lyuten propaganda,1
year life turn upsid made hardcor chang say pretti proud balanc word,1
much peopl like,1
didi frustrat anger toward sign fade polit influenc pm pm huge ralli cooch behar bengal speech link,0
bjpsoldindia narendramodi petran good india reason dislik bjp peopl like mr parrikar mr gadkari real peopl work realli hard deliv person met gadkari th std great man knowledg,1
itgbnagar narendramodi bjp india dr maheshsharma campaign bjp greater noida baar fir chowkidar har har modi,1
know anyth blame congress never answer question instead blame congress cheap politician indian histori,1
anupampkh narendramodi sirpareshraw ravikishann today year old nephew ask us vote us stare smile victori ji even child want vote,1
ndtvfeed ndtv sad gov go israel way kashmir india exampl u win peopl weapon still fool learn histori gov thrown get indian peac back,1
narendramodi mahamilawat modi ji sirfmilawat putrid adulter blood want pure thing state want,1
campaign bjp india narendramodi greater noida har har modi baar chowkidaar,1
low would low enough ji noth realli noth behov pm misfortun vote power great hope assur make mistak,1
take away vote right muslim promi make muslim deputi cm build haj hou use templ revenu fund muslim religion state practic purpos kick tigerrajasingh tigerkapur,1
expenditur foreign trip pm trip crore crore per trip mm trip crore crore per trip modi expenditur crore le though trip mm save crore per trip would consid inflat,0
epic public given apt repli becau public fed lie simpli repli baar amp,1
donald say charg us per cent tariff mani product say one world high tax nation india alleg continu wage stupid trade call trade imbal us,0
person look like chimpanze call indian monkey full sympathi rahulgandhi guru like sampitroda bjp india bjp delhi alway human guru chimpanze,1
polic use prevent peopl leav modi ralli manipur polic barricad forc peopl insid ground happen becau ralli speech stoop new low,1
imrankhanpti damn cricket man turn thing around world cup talk shit get attent piti ba bhaiya apna de sambhal lo india ke india pe chor,0
hema quot ye fir conspiraci bad tast,0
right angl april indo pak war shah mehmood qureshi medicin price watch full program imrankhanpti ptioffici,1
actual congtard start run malign campaign intoler etc know true run want evok reaction support label violent whole campaign base critic narendramodi,0
samjaw hello jihadi bibi vote much differ bunch looser bastard bitch specif tell ppl vote modi ball let appeal vote specif person,1
mayawati ji direct fight incindia u r nowher tri devid muslim rahulgandhi ji u r go win seat shayarimran rajbabbarmp imranmasood inc priyankagandhi rahulgandhi,1
jcsethi pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
bharatspandan pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
free thinker tataski android tv forc everi channel desper fasci style,1
hd kumaraswami pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
pl rt govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd eng job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
pm govt pass histor reserv poor gm candid wt inc help congr implement look blw tatal pwd engg job fr gm reserv fr wy law ignor pl rt pl implement rahulgandhi,1
sandipsabharw mohammedakramj pm govt pass histor reserv poor gm candid wt inc help congr implement look abv pwd engg job job fr gm bt fr pl rt pl implement rahulgandhi,1
ye fear lose ji frustrat make clear stare defeat bye bye modi ji ab achhey din assal aaney waley hai,1
news dotcom narendramodi big liedidn take stand cmp pdp read present posit maintain constitut provis pertain j amp k includ special statu,1
big lie invent congr pak link art none exist take stand cmp pdp read present posit maintain constitut provis pertain j amp k includ special statu,1
vivekoberoi u k know gone himalaya bare foot told aakashvani happend come want mp rajya sabha rahulgandhi anupampkh divyaspandana ranaayyub,1
real challeng call accept amp chant modi modi modi,1
massiv wave mirik municip control sinc bjp bengal chang entir pictur guy follow shri rajubistabjp ji candid,1
let us know think modi mean say vision,0
ramprasad c consum hate ji le lo saniti,0
tarekfatah dead wrong india might launch attack milit leader shelter pakistan rd may late night win back major amp come back sure take guard guy,1
voter know pm candid combin parti nda like like know pay tax hard earn money utili countri feel secur,1
ashi sharma erosnow umeshkshukla ridhimalulla mrsgandhi narendramodi sethimanav next episod upload difficult keep patienc,0
huge alleg think would orchestr accus murder soldier rate boo bit far fetch warmong without doubt traitor unimagin thewir,1
shekhargupta laluprasadrjd yaar listen corrupt man fate destin guy loot everi resourc like ever hungri parasit chaatu chaman chutiya like support politician,0
bootlick dynasti dall tri hard defeat ala modi win al come seat know understand,1
rahulgandhi lol apn aap ko delhnyoh mo fear karma think karma bewakoofo ko chod deta hai,1
rel attend interact student tell danc show song good nobodi allow question enjoy chant modi pretti much sum campaign,1
ju got call frm number prerecord question relat elect assur tht opinion kept secret question parti wud vote amp nd candid wud prefer c pm anyon get similar call,1
anyon heard talk job skill india smart citi economi rupe vs dollar petrol price ga price demonetis daal price farmer msp even paid public ralli aay ke nahi aay,1
current affair march quick revis current affair quiz via youtub,1
chetan bhagat c hous inr give poor de valu iitian banker cr buy book tho r sold push ji goyal,0
imrankhanpti mani time tell lie win teach good lesson narendramodi abpnewstv,1
know opposit uniti make virtual certain fall far short major next lok sabha day pm number disturb similar modi journey godhra pulwama,1
timesnow priyanktripathi wat made yr want anoth term make thing wor let crimin lo law order india dream thank god south india free goon,1
new india wer law n order,1
ji humbl ralli never mention great achiev citi india crore train lakh,1
rahulgandhi man one challeng doe go script knowledg decis good orat want type encount crowd respond back chant,1
thank tho yet seen pm ji counter lutyen media bias approach get see actual work ji drama fire ur dumb advisor,0
much thank dear erosnow umeshkshukla ridhimalulla mrsgandhi narendramodi,1
attack modi want win elect farooq srinagar april nation confer presid farooq abdullah sunday said central govern knew pulwama attack beforehand allow happen becau win elect,1
myanmar china great mi narendramodi govt popul polici save demographi india streteg chang organ amp inorgan thru popul jihad popul polici prioriti nd term,1
ashoswai myanmar china great mi narendramodi govt popul polici save demographi india streteg chang organ amp inorgan thru popul jihad popul polici prioriti nd term,1
smokingskil mind incindia agenda good,1
kashmiri geniu abdullah quot american journal say pak f down iaf n dat tell lie pentagan announc awar f f audit u rate geniu,0
rahulgandhi hahaha anyon let iter run scare eh,1
rahulgandhi messiah corrupt crimin bail challeng debat corrupt sad state parti taken oath lead truth honesti time low cla crimin like,0
good luck modiji narendramodi bjp india beautyproduct,1
sidmtweet ji problem world muslim even pakistan indian muslim brother n sister hate us much belong motherland,0
great proud moment,1
peopl live heaven day guy return mean progress lot domain larg media public biopic ji journalist ask hard question fa schedul,0
narendramodi ji want see leader whole human someth like secretari gener unit nation un nobelpr bjp india rssorg narendramodi,1
could stage comeback rajasthan lok sabha elect assembl setback,1
much minist r u listen minist,1
realli modi promis lakh citizen countri sarca black money congr bjp support need see video incindia bjp india,0
dukki politician like take full credit anyth good dat happen nation come mr lay claim rpt one stop wind chang far tech goe whoever let talk n,1
publictvnew narendramodi mamataoffici everi citizen countri love two way give take polici fir respect other respect,1
time cm pm prove worthin pm singl work done countri doe know speak background corrupt famili still fight becom pm,0
pathet game,0
drshamamohd pm say vote vote vote vote corrupt unemploy farmer distr commun violenc fal promis thank warn voter modiji,0
dare tell hindu minor seat doe count tribal hindu,0
pak stop commerci airspac month eu block billion fund pak usa stop million pak foreign min say india like launch attack pak btwn april thank ji,0
congr frustrat lot call other intoler mo intoler lot alok verma throw glass panelist ragini run away debat abus gauravbhatia get physic pre dna,0
hon pm narendramodi ji arriv imphal today huge karyakarta wait eagerli arriv hon pm welcom imphal amitshah nbirensingh bjp india alongimna rakeshsinha long live bjp long live,1
pm say vote bjp vote vote bjp vote corrupt unemploy farmer distr commun violenc amp absente pm ignor india foreign trip thank warn voter modiji bjym,0
misspaswan full support ji,1
vinodtawd definit say someth great rajthackeray bloodi educ minist know educ sab bjp wale saal chor hai educ ka e bhi nahi malum,1
dear choo better option rather tho critic want better option critic face support u r pose altern,1
detheeshasen saal pura pai loot ke kha rahe hai ye harami log aur jin jin ko khilat hai woh hi ink saath hai bloodi corrupt parasit nation expo,0
sharanyashettyy narendramodi true leader proud great leader lead us,1
chintan bacha bacha jaanta hai pappu kitna pyala hai nonsen cannot hidden world know real worker nation,1
de ka kuch nai ho sakta nation want incindia slow done thing govern promis time time india time,0
anujdhar lea got know everi poor peopl bank account prove incindia el report card want,0
