time,text,location,userid,screenname,retweetcount
2019-04-29 12:17:16,b'Casted my vote for much better and stronger India \xe2\x9c\x8c\xef\xb8\x8f\n\n#Elections2019 \n#AyegaTohModiHi \n#4thPhase \n#IndiaVotesForNaMo \n@narendramodi \n#Congress',Dhule ,475544993,Amdarshan,0
2019-04-29 10:24:15,b'The rise of #BVM and other small parties in last few years in Maharashtra is because of the failure and inefficiency of @INCMaharashtra president Mr. @AshokChavanINC ji.\nHe should be held responsible for.\n@RahulGandhi @prithvrj @MallikarjunINC #Congress #MPCC',"Pune, India",1111170259036176384,JosephBDsouza1,0
2019-04-29 09:09:43,"b'Rahul Gandhi say no to apologise SC, expresses his regret\n#RahulGandhi #apologise #BJP #ChowkidarChorHai #Congress #MeenakshiLekhi #NPNEWS24 #npnews24 @RahulGandhi  \n\nhttps://t.co/7iBMtW6dEJ https://t.co/gkH7zJzPxA'","Pune, India",1016560542486441984,npnews24x7,0
2019-04-29 08:46:22,"b'3) Why nobody is accountable for the decline in the number of karyakartas?\n4) Why general public is deserting congress in favour of of new parties like BVA, RSP, MNS, etc.\nPlease read entire post.\nhttps://t.co/CptWG1cZUW\n#Congress'","Pune, India",1111170259036176384,JosephBDsouza1,0
2019-04-29 06:19:49,"b""While #BJP leaders are Masters at Hate Speeches and Division,\nCongress stands for Love, Peace, and Brotherhood.\n\nCongress respects India's Diversity. #MeraVoteCongressKo\n\n@INCIndia #Congress\n\n#VoteWithHosh https://t.co/wDRXY8DE9l""","Maharashtra, India",1111910129413296129,navi42937935,0
2019-04-29 06:11:39,b'Chowkidar remark: Rahul files fresh affidavit\n#RahulGandhi #affidavit #Chowkidar #Congress #notice #NPNEWS24 #npnews24 @RahulGandhi \n\nhttps://t.co/E7uCjK5wRs https://t.co/0qHBDkEJGd',"Pune, India",1016560542486441984,npnews24x7,0
2019-04-29 06:07:47,"b""Violence in every phase in #WestBengal .This is no where in any state where #BJP or #Congress is not ruling. Clearly #MamtaBanerjee failed to carry fare election. Dear #WB voters - Don't allow #Didi to enter in national politics. #Vote anybody except #TMC #LokSabhaElections2019""","India, Maharashtra, Pune.",2576199955,SUKRUTK1,0
2019-04-29 06:01:28,b'Yes I Voted \xe2\x98\x91 For My Country \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n.                         For Equality\n.                         For My Religion\n.                         For My Community\n#election #parliamentelection #vote #voting #ivoted\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 #MyRight #MyCommunity #MyReligion #INC #Congress #bjp #NaMo https://t.co/tRF76vFYxo',"Malegaon, India",3052242816,NARaheemk,0
2019-04-29 04:22:01,"b'Today #4th Phase of Election is begin, I humble apple to Voters, plz. Cast your Votes in huse numbers to exit d #BJP_\xe0\xa4\xad\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x93_\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6_\xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\x93 &amp; bring  to  peoples Govt.#Congress led UPA      &amp; Cast your Votes very tactfully to beat #BJP. Votes For #BJP_\xe0\xa4\xad\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x93_\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6_\xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\x93. Jai Hind.'","Pune, India",965566233188950017,nizamkhangmail3,0
2019-04-29 01:33:17,"b""If you have Court case against you and you are probably sure that u are going to be accused there isn't any way out. Unless you are in india . Join politics #Congress #BJP #Supremecourt #India""",Nashik India,50935810,darekarsandeep,0
2019-04-28 18:03:07,"b'@RajThackeray with videos, numbers and his excellent oratory skills, trying to kill #BJP votes wherever he is going, this one was in #nasik. If only #congress had done their prachar like this, they would be inching towards a majority on their own #RajThackeray #RajThackrey #MNS https://t.co/RHcfMJSUfj'",All over !,82973164,rspeaks5,1
2019-04-28 14:21:38,"b""Couldn't stop myself from posting this funny picture..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x98\x86\n#AayegaTohModiHi\n\n#Bjp  #like4likes #likeforfollow #follow4followback #followforfollowback #instalike  #narendra_modi #narendramodi #congress #pappu #rahulgandhi #bjpforindia  #chowkidarnarendramodi https://t.co/T5MymwQoxV""","Maharashtra, India",1081289300442963968,jain_yash58,0
2019-04-28 09:04:40,"b""Vote for @INCIndia #Congress #AbHogaNYAY \nSorry Mr. Modi I'm not against you but I'm against such groups and people who are associated with you and who are trying to spread hatered in our country.""",पुणे,514429132,joelforyou,0
2019-04-28 08:19:16,"b""@dhruv_rathee U can't erase #Gandhi's and #Congress party's contribution from indian history.\n\n#Elections2019 #RahulGandhi #NarendraModi""","Pune, India",2408997001,abhiitsnow,0
2019-04-28 07:10:34,b'REMEMBER 26/11 MUMBAI TERRORIST ATTACKS when you vote in #IndianElections2019 . Lucky that Kasab was caught alive else #Antulay ( Cement ghotala fame) &amp; #Congress  were poised to declare 26/11 a hindu terrorism attack #MumbaikarVoteKar #ModiAgain https://t.co/eVkyrrzST8 https://t.co/AHz5kjBQ4d',"Pune, India",27576213,abhirammodak,6
2019-04-28 05:23:49,"b""@CbeNakkals @waglenikhil @sanjayuvacha #Congress, #Mahagathbandhan and #MomtaDidi s reaction after @narendramodi ji's #Varanasi road show. \xf0\x9f\x99\x82 #ModiAaneWalaHai""","Maharashtra, India",108658513,vishalpalan,0
2019-04-28 03:39:26,b'@ZeeNewsHindi It\xe2\x80\x99s called #Congress \xf0\x9f\x98\x85',"Maharashtra, Pune.",184693980,aveenashchavan,0
2019-04-27 17:58:30,b'Commendable work @manojmuntashir.\nIt needs a standing ovation.\nHatsoff\n#Loksabhaelections2019 #Elections2019 #BattleOf2019 \n#Congress\n@INCIndia @RahulGandhi @priyankagandhi https://t.co/QVN2pSPF7f',"Maharashtra, India",454256811,shan_india,0
2019-04-27 17:54:06,b'Joint Wing of #communis #congress were trying to do this \xf0\x9f\xa4\x94\nThey are actually working against the interest of Bharat\n\nhttps://t.co/pkcATSk3KD',"Kalyan, Maharashtra, Bharat ",232097423,rkrichhariya,0
2019-04-27 13:06:50,b'The biggest positive for @INCIndia in this election is that @RahulGandhi ji has become the single face of the opposition. #RahulGandhi #Congress',"Maharashtra, India",66720830,Sumeet_RS,0
2019-04-27 09:55:15,"b'@ani_digital @ANI @RahulGandhi had some chance of winning some seat in #Election2019  but this loud mouth @ShatruganSinha painted @INCIndia faces black\xc2\xa0by naming #MuhammadAliJinnah\xc2\xa0 #LutyensMedia plz check, wheather he is playing spoilsport for #Congress &amp;  @samajwadiparty https://t.co/DGUIzpKMMU'",Mumbai Pune Indore Ahmedabad,101703096,FoodVoila,0
2019-04-27 09:17:38,b'#Congress may just manage to get majority. Bringing PGV was a masterstroke!',Pune,2279474502,soorazkhan,0
2019-04-27 07:56:02,b'255-285 BJP \n\n60-85 CONGRESS.\n\nMark this tweet . #BJP #LokSabhaElections2019 #Congress #GeneralElections2019 #ELECTIONBREAKING',"Pune, India",103930626,Abhijeet_Vyas,0
2019-04-27 04:18:38,"b'Good #questions put forth. Well can same questions be asked to #RahulGandhi and #Congress, Who have done more damage to nation by #division policyy and party agenda?\nDoes congress agenda says anything about #development of nation? Does so called mahagathn\xe2\x80\xa6https://t.co/F8IlKtmv1h'",Pune,94306773,thesharang,0
2019-04-27 02:56:11,"b""@PChidambaram_IN Yes we do have a fear if we elect YOU #Congress YPU made life so unhappy and insecure and I feel #bjp will do its best and keep all the indians happy not like u say we keep dalits safe we will bring muslims a step ahead..  It's bjp who says we all stand together as #Indians""","Pune, India",140721277,Shashi_Reddy,0
2019-04-26 16:46:51,b'#Congress #JaayegaTohModiHi tweet fails in front of @Atheist_Krishna creativity. #AayegaTohModiHi https://t.co/u6kliUAOYu',"Maharashtra, India",108658513,vishalpalan,1
2019-04-26 16:30:49,b'My vote for #congress bcoz for me #khicdisarkar is must for India majority govt act as dictator #CallMeRahul no more strong govt in center @waglenikhil',Nashik,824216250544836608,Shoaibpanja4,0
2019-04-26 08:52:33,"b'Well i agree &amp; this is the reality. No matter who keeps saying what, we cannot rule out the contribution of #Congress in making what our countey today is.\n#Varanasi #CongressHaiNa #bjpjumlamanifesto #Feku #BattleOf2019 \n@INCIndia @RahulGandhi @priyankagandhi @AICCMedia https://t.co/y7rgCyoy1T'","Maharashtra, India",454256811,shan_india,0
2019-04-25 13:25:26,"b""@ameytirodkar @priyankagandhi @ArchisMohan @INCIndia Don't be offend next time #BJP will never do same but slamming #Congress started when @RahulGandhi chose #Wayanad""","Pune, latur ",586389588,omkak55,0
2019-04-25 12:52:00,b'#Congress\xe2\x80\x99 latest poll promise of returning money to victims of #PACL fraud is already being fulfilled under \xe2\x81\xa6@narendramodi\xe2\x81\xa9 govt https://t.co/yh5BAiPyJz',"Pune, Bharat.",149084128,ShekharGokhale,0
2019-04-25 12:00:50,b'After maths he has proven that he is week in bio as well. #RahulGandhi #Congress #LokSabhaElections2019 https://t.co/rUZaZi5QKU',Pune,249519906,Anbhidnya,0
2019-04-25 09:19:20,b'Fear of defeat is clear in #congress camp therefor it has taken back the Gandhi scion #PriyankaGandhi https://t.co/Y5fZd8xWqt',Pune,168083412,psbiradar,0
2019-04-25 09:03:10,b'Tomorrow India will be watching #Endgame but congress will watch it on 23rd May \n\n@Shehzad_Ind @smritiirani @narendramodi @RahulGandhi @rssurjewala \n#LokSabhaEelctions2019 #IndianElections2019 #Congress #AvengerEndgame',"Pune, Maharashtra",142319185,Dorkadi,0
2019-04-25 08:17:38,b'#ElectionsWithMirror: #Congress fields #AjayRai to take on Prime Minister @narendramodi from #Varanasi.\n\n#ElectionsWithTimes #LokSabhaEelctions2019 @priyankagandhi @RahulGandhi @INCIndia #PriyankaGandhiVadra\n\nhttps://t.co/8FYi4PBl93',Pune,2462775674,ThePuneMirror,0
2019-04-25 08:00:21,b'If this time #BJP retains majority in parliament it would be #Endgame for #Congress from Indian Politics.\n#LokSabhaElections2019 \n#\xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x95\xe0\xa4\xb8\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9a\xe0\xa5\x81\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xb52019 \n#IndiaElects',Pune,249519906,Anbhidnya,1
2019-04-25 06:12:40,b'Jairam Ramesh skips court in Doval defamation case\n#Congress #defamationcase #DelhiCourt #JairamRamesh #VivekDoval #NPNEWS24 #npnews24 \n\nhttps://t.co/7B0siR0rbZ https://t.co/qd36L27ybk',"Pune, India",1016560542486441984,npnews24x7,0
2019-04-25 05:59:12,"b'For the first time in #Indian political history, @BJP4India is contesting more seats than @INCIndia.\n#BJP is contesting 437 seats while #INC 423.\n#LokSabhaElections2019\n#Elections2019\n#BattleOf2019\n#Democracy\n#GeneralElections2019\n#BJPMission2019\n#Congress'","Maharashtra, India",454256811,shan_india,0
2019-04-25 05:36:44,"b""For me it doesn't matter if Bjp wins or congress or some other party. As long as India getting goods roads, good government schools, good hospitals , no corruption, moderate tax etc. \n#Election2019 \n#BJP \n#Congress""","Pune, India",57819252,pawan0b,0
2019-04-25 02:40:13,b'Fill in the blanks\nModiji is a terri_ _ _ man\n#BJP \n#congress #NarendraModi \n#RahulGandhi \n#GeneralElections2019',"Pune, India",1349435870,pinku30855,0
2019-04-24 17:47:02,"b'#polling #numbers for #Pune are out: 50 percent (49.84%). \n\n2014 was a big wave, and it saw 54 percent polling - #BJP win\n\n2009 was just 41% - #Congress win\n2004 was at 44%. - #Congress win \n\nBelow 50% What\xe2\x80\x99s say #Congress 2019?'",Pune,405774323,tejasgujarathi,0
2019-04-24 17:27:02,b'@Dr_Uditraj @INCIndia @RahulGandhi @News18India @aajtak @ndtv @ndtvvideos @IndiaToday @rashtrapatibhvn @INCDelhi Welcome to #Congress family @Dr_Uditraj Ji',"Maharashtra, India",1039070941479759872,AjinkyaJSalve,0
2019-04-24 16:16:55,"b""#congress giving up??\n\nTheir 'well wishers' seem to be\n\n#BharatKaGarvModi #LokSabhaElections2019 #AyegaToModiHi #NamoAgain2019 https://t.co/N0dmwgvKPj""","Pune, India",33576199,hemya,1
2019-04-24 16:15:56,b'This is hilarious \xf0\x9f\xa4\xa3 #LokSabhaElections2019 \n#Elections2019 #IndiaElects\n#India #Congress https://t.co/uJKMiMgPNJ',Pune,249519906,Anbhidnya,0
2019-04-24 15:45:14,b'Why Raj Thakarey is targeting Modi and not congress?? Not acceptable.\n#Elections2019 #BJP #Congress #MNS #RajThackeray #LokSabhaElections2019',"Pune, Maharashtra",2421983922,shyamsundarw,1
2019-04-24 09:48:10,"b'BJP obsessed with my family, says Priyanka\n#BJP #Congress #Fatehpur #obsessed #PriyankaGandhi #npnews24 #NPNEWS24 @priyankagandhi \n\nhttps://t.co/ytuLDKKfwe https://t.co/HxPUXq6qHT'","Pune, India",1016560542486441984,npnews24x7,0
2019-04-24 08:49:00,"b'#Sports is my identity, will not leave #boxing , says \xe2\x81\xa6@boxervijender\xe2\x81\xa9 after joining #Congress  https://t.co/K9oWsHxTd6'",Pune,405774323,tejasgujarathi,0
2019-04-24 08:43:26,"b'Punished by #BJP for speaking up on Dalits, says #UditRaj after joining #Congress #LokSabhaElections2019 \xe2\x81\xa6@Dr_Uditraj\xe2\x81\xa9  https://t.co/Kct6X9oXwX'",Pune,405774323,tejasgujarathi,0
2019-04-24 08:22:30,b'#Congress and #NCP has recruited #RajThackeray for #2019Elections as they are loosing people like you @priyankac19 https://t.co/RCO0J7iVqH',Pune,168083412,psbiradar,0
2019-04-24 07:06:28,b'RT INCChandigarh: Dalit leader Dr_Uditraj joins Congress INCIndia today under the leadership of RahulGandhi ji and has reposed faith in his leadership and policies of #Congress.\n\n#AbHogaNYAY #NYAYforIndia #MyVoteForCongress #LokSabhaEelctions2019 #2019El\xe2\x80\xa6 https://t.co/9cWPCQLU5J',"Pune, India",738284328,kimm_jong_un,0
2019-04-24 06:15:46,b'#JustAsking\nShould political parties give tickets to new entrants or their long-term loyal party workers...?\n\n#BattleOf2019 #2019Elections #LokSabhaElections2019 #BJP #Congress #Mahagathbandhan',Pune India,2304720642,vikramwkarve,3
2019-04-24 01:51:17,"b'@boxervijender I will always have respect for your boxing and bring fame to our country!!\nBut your view on Joining #Congress and @RahulGandhi who himself is not having a fighting spirit, disappointed me'",Pune,147256264,akshaynadgir,0
2019-04-23 15:57:38,b'#LokSabhaElections2019\nIs the low voting percentage in #Pune due to voters deciding to stay at home and abstain from voting - rather than go all the way to the polling booth and vote #NOTA...?\nWho will benefit due to low voter turnout - #BJP or #Congress...?',Pune India,2304720642,vikramwkarve,1
2019-04-23 14:17:31,"b""@INCIndia chamchas are asking how many corrupt #Congress leaders @BJP4India managed to put behind bars. Don't worry chamcho.. @PMOIndia will fulfill your this wish also.. \n#AayegaToModiHi #2019Elections #RahulFakeFacts #RahulExposed #AmitShah @myogiadityanath @NupurSharmaBJP""","Pune, India",269249242,shashank_sane,0
2019-04-23 11:58:59,"b""Over 15 million first-time voters will exercise their democratic right to choose the country's leader in #2019. Cast your vote confidently- https://t.co/oGLXuTzXa2\n#LokSabhaElections2019 \n#VoteKar\n#AbVatanDabayegaButton\n#Maharashtra\n#BJP\n#Congress\n#Elections2019 https://t.co/tFMONWYbrN""",INDIA | USA | UK | SINGAPORE,41603943,omsoftware,0
2019-04-23 10:08:04,b'This is exactly that I observed in the last 2-3 months. @narendramodi supporters say with pride that they will vote for @BJP4India.\n\nOn the other hand @INCIndia supporters sort of try to hide their support for them as if they are ashamed that they are  #Congress supporters. https://t.co/4rva28WBmK',"Maharashtra, India",3967662912,borahbiswa90,1
2019-04-23 09:03:40,b'@sambitswaraj I am from puri constituency.even core voter of #bjd &amp; #congress are voting for #bjp',"Pune, India",2394373375,RSundarRay,0
2019-04-23 08:56:28,"b'VOTE PUNE ELECTION 2019\n""The ballot is Stronger then the bullet""\n #election #politics #vote #nigeria \n#bjp - #india #congress #elections \n#\xe0\xa4\xb5\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x82\xe0\xa4\x95\xe0\xa4\x9f\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xb0_\xe0\xa4\x85\xe0\xa4\xae\xe0\xa5\x83\xe0\xa4\xa4\xe0\xa4\xa4\xe0\xa5\x81\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xaf #\xe0\xa4\xaa\xe0\xa5\x81\xe0\xa4\xa3\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\x9a\xe0\xa4\xbe_\xe0\xa4\x9a\xe0\xa4\xb9\xe0\xa4\xbe #\xe0\xa4\x85\xe0\xa4\xae\xe0\xa5\x83\xe0\xa4\xa4\xe0\xa4\xa4\xe0\xa5\x81\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xaf #\xe0\xa4\xaa\xe0\xa5\x81\xe0\xa4\xa3\xe0\xa5\x87\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe_\xe0\xa4\xaa\xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x80\xe0\xa4\x9a\xe0\xa4\xbe_\xe0\xa4\x9a\xe0\xa4\xb9\xe0\xa4\xbe #\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xaf #venkateshwartea #Pune #tea https://t.co/bIfXoraRXE'","Pune, India",1074989280282333184,VAmruttulya,0
2019-04-23 07:46:10,b'Police have lodged an FIR against wrestler Narsingh Yadav who is serving as an Assistant Commissioner of Police in Maharashtra after he campaigned for the #Congress party on April 21. https://t.co/wfKCFGbe6D',Pune,2462775674,ThePuneMirror,0
2019-04-23 06:42:25,b'This is such a poor comment aana an insult to an entire nation #Nepal and the #Nepslese people.  Stereotyping is so #Congress https://t.co/KBYOcCTQZA',"Pune, India",1083967884,jigarushah,0
2019-04-23 04:12:00,b'All #Congress  party leaders using #SRK name for publicity then\nSab SRK ko hi suffered krna pdta sari cheezo me',"Pune, India",1110765595669127168,iamvijaypadhar_,1
2019-04-23 00:50:49,"b'@simple62335916 @debabrata2008 @BBSRBuzz Sad part if maximum of them are like that, we have the right to vote \xf0\x9f\x97\xb3 #bjp #BJD #congress'","Pune, Maharashtra",1354639819,Priyabrata1717,0
2019-04-22 23:24:59,"b'So the farce of #MahaGathbandhan or #OppositionUnity is completely off as #Delhi prepares for a 3 way fight between the #BJP4Delhi, #Congress &amp; #AAP. Will this triangular fight mean advantage #BJP? Guess only time will tell, but definitely looks like it'",Pune,44369672,deeepakkher,1
2019-04-22 21:14:11,"b'Digvijay Singh exposed in public meeting , most embarrassing moments for... https://t.co/oM6zcWOtv2 via @YouTube\n\n#digvijay #congress #generalelection'","Pune, India",714499437159063552,ash000000007,0
2019-04-22 18:11:51,"b""@narendramodi ji will win #Varanasi with a big big margin irrespective of the candidate in front of him. I don't think #Congress will field @priyankagandhi ji against him to avoid starting her career with a defeat #Varanasi #LokSabhaElections2019""","Maharashtra, India",66720830,Sumeet_RS,0
2019-04-22 07:10:34,"b'Rahul regrets Rafale remarks, accepts \xe2\x80\x98court never said\xe2\x80\x99 it\n#Congress #RahulGandhi #SupremeCourt #Rafale #regrets #npnews24 #NPNEWS24  @RahulGandhi \n\nhttps://t.co/PXbCgJuKgZ https://t.co/rDRdt0staJ'","Pune, India",1016560542486441984,npnews24x7,0
2019-05-01 08:01:33,b'Hehehe...no one would have guessed this very real and heartwarming #Wayanad connection for #RahulGandhi.  https://t.co/DdfORbSePl',"Pune, India",111235322,scharada_d,1
2019-05-01 06:18:24,"b'@shahid_siddiqui If Mr. Gandhi has ever visited UK, all he has to show is his UK visa stamped in his Indian passport. Not simple? #RahulGandhi #RahulCitizenship'",Pune,627302080,PradeepHardikar,0
2019-04-30 18:24:30,b'#IndianCitizen to @RahulGandhi : Are you an Indian??\n\n@RahulGandhi : Yes \n#IndianCitizen : Where is the proof??\n\n@RahulGandhi : Mummy Mummy Mummy\xf0\x9f\x98\xa5\xf0\x9f\x98\xa2\xf0\x9f\x98\xad\n\n#RahulGandhi\n#RahulCitizenship',"Karwar,Karnataka & Pune India",73809777,akshaysawkar,1
2019-04-30 11:35:59,"b""Nirbhaya's Brother Now A Pilot, Parents Say 'Rahul Gandhi Made It Happen' - NDTV #Congress #BJP_\xe0\xa4\xad\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x93_\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6_\xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\x93 #RahulGandhi #CongressHaiNa #ModiMehangaPada #AbHogaNYAY #HogiCongressKiJeet #BattleOf2019 #LokSabhaElections2019 https://t.co/Rob1I9Bhux""",Kalyan,2588832149,Sanglespeaks,1
2019-04-30 10:17:34,b'SC asks Rahul Gandhi on his Chowkidar Chor hai remark\n #RahulGandhi #SupremeCourt #apologise #Chowkidar #notice #NPNEWS24 #npnews24 @RahulGandhi \n\nhttps://t.co/oDYHnCuHM7 https://t.co/mJm3LjDTrA',"Pune, India",1016560542486441984,npnews24x7,0
2019-04-30 09:45:30,"b""Priyanka dismisses allegations over Rahul's citizenship\n#PriyankaGandhi #RahulGandhi\n #Amethi #citizenship #Congress #NPNEWS24 #npnews24 @priyankagandhi @RahulGandhi \n\nhttps://t.co/1BgiqqlP6a https://t.co/7TqzEkwgGj""","Pune, India",1016560542486441984,npnews24x7,0
